address,label,sol_path,has_verified_source
0x8584b179db811515c32e14581571a528768f6c11,0,raw_data/0x8584b179db811515c32e14581571a528768f6c11/UserWallet.sol,1
0x07492d6ffa000e9a36bcf84b5cd0d86051d4ebff,1,raw_data/0x07492d6ffa000e9a36bcf84b5cd0d86051d4ebff/Onizuka.sol,1
0x2e975bc87a846cfad2ed20c6e62bd279139131e2,0,raw_data/0x2e975bc87a846cfad2ed20c6e62bd279139131e2/AutoWallet.sol,1
0xbec77494fe82312849fa146a835e56ed5576a02f,0,raw_data/0xbec77494fe82312849fa146a835e56ed5576a02f/UserWallet.sol,1
0x2de91872cd4de1ed07d51492e55262b278bcbcd8,1,raw_data/0x2de91872cd4de1ed07d51492e55262b278bcbcd8/ERC20.sol,1
0x5528e45d0c3426f17a1264dd6d0c323b4f1d9912,1,raw_data/0x5528e45d0c3426f17a1264dd6d0c323b4f1d9912/Cyclos.sol,1
0xa2baafaf30042b6dc1a541af1a9063c58da614f8,0,raw_data/0xa2baafaf30042b6dc1a541af1a9063c58da614f8/SmartWallet.sol,1
0x9f083c2ca47fd6917d118a62675a55bb19a8b7e6,1,raw_data/0x9f083c2ca47fd6917d118a62675a55bb19a8b7e6/ERC20.sol,1
0x1bd8ff39b407816e16e97bf0f0aa2cfa154544cd,1,raw_data/0x1bd8ff39b407816e16e97bf0f0aa2cfa154544cd/Thanks.sol,1
0xac9d902ff3aafd012af6510c6ed7a82b11252e5a,0,raw_data/0xac9d902ff3aafd012af6510c6ed7a82b11252e5a/UserWallet.sol,1
0xc0d3141d4cef0230afa71fa993ec7b40b951a248,1,raw_data/0xc0d3141d4cef0230afa71fa993ec7b40b951a248/Tricrypto.sol,1
0x17d0059af2b4b8006567294815bf3509158f5272,0,raw_data/0x17d0059af2b4b8006567294815bf3509158f5272/Forwarder.sol,1
0x20eff1f408de753d035e0d00bde01a4f79265e32,1,raw_data/0x20eff1f408de753d035e0d00bde01a4f79265e32/Alice.sol,1
0x3738ef7bcb53db032615f07b62214f5c47c2dd87,0,raw_data/0x3738ef7bcb53db032615f07b62214f5c47c2dd87/Forwarder.sol,1
0x496a8a1c9b3aa406a51046e64149b230ccd903a5,1,raw_data/0x496a8a1c9b3aa406a51046e64149b230ccd903a5/NormalToken.sol,1
0xbba60174389d35a82db57ed4ed12a9f5fb77f7de,0,raw_data/0xbba60174389d35a82db57ed4ed12a9f5fb77f7de/UserWallet.sol,1
0x220a64b2bac78f0e59620827dfa44e12e72a8178,0,raw_data/0x220a64b2bac78f0e59620827dfa44e12e72a8178/MyToken.sol,1
0xe2615137c379910897d4c662345a5a1d0b91f719,0,raw_data/0xe2615137c379910897d4c662345a5a1d0b91f719/preSale4.sol,1
0x565beffc888017e112d9c7248649907a5617085c,0,raw_data/0x565beffc888017e112d9c7248649907a5617085c/UserWallet.sol,1
0xaef0059641ee35b44f0fd2b7c71847fb6df9225e,0,raw_data/0xaef0059641ee35b44f0fd2b7c71847fb6df9225e/UserWallet.sol,1
0x7a0c142844b235ee330b1282a943578b3558eb65,0,raw_data/0x7a0c142844b235ee330b1282a943578b3558eb65/UserWallet.sol,1
0x78201b76eba27b601e30a2be937846739b34e9f4,0,raw_data/0x78201b76eba27b601e30a2be937846739b34e9f4/UserWallet.sol,1
0x4be07e849f0f6fe1543e25b4594d5515f2523071,1,raw_data/0x4be07e849f0f6fe1543e25b4594d5515f2523071/Solanium.sol,1
0xfc1d8102344a73e9b34470ea7274b00123c078ed,0,raw_data/0xfc1d8102344a73e9b34470ea7274b00123c078ed/UserWallet.sol,1
0x420cd8e8f80c2196e49a0e1a671cb3dd1f132221,1,raw_data/0x420cd8e8f80c2196e49a0e1a671cb3dd1f132221/Kyobu.sol,1
0x1eda439555f9c2ad5b12761f3c99897d9bdd9d95,1,raw_data/0x1eda439555f9c2ad5b12761f3c99897d9bdd9d95/KISHUSWAP.sol,1
0x4ca675d62a05c451555c93e456f902bd3e423586,1,raw_data/0x4ca675d62a05c451555c93e456f902bd3e423586/INTELLECTUAL_GAME.sol,1
0x7a4349a749e59a5736efb7826ee3496a2dfd5489,1,raw_data/0x7a4349a749e59a5736efb7826ee3496a2dfd5489/WhaleGiveaway1.sol,1
0x254066e9865dcadf7a84580afb6864998ea0223d,0,raw_data/0x254066e9865dcadf7a84580afb6864998ea0223d/UserWallet.sol,1
0x9b11efcaaa1890f6ee52c6bb7cf8153ac5d74139,1,raw_data/0x9b11efcaaa1890f6ee52c6bb7cf8153ac5d74139/ATMToken.sol,1
0xb159ccf18ca4f453f26e0e145c310dc5d1b6cd40,1,raw_data/0xb159ccf18ca4f453f26e0e145c310dc5d1b6cd40/Yori_Token.sol,1
0xa83000ffa172df2e68f88a7bfc127a83a3468e7b,0,raw_data/0xa83000ffa172df2e68f88a7bfc127a83a3468e7b/UserWallet.sol,1
0x05c9b6764a153faf4262d3885a845af694775953,1,raw_data/0x05c9b6764a153faf4262d3885a845af694775953/Token.sol,1
0xe673fb2b9ac1d915f6bdc61c9d3f8a7b80c89552,1,raw_data/0xe673fb2b9ac1d915f6bdc61c9d3f8a7b80c89552/Lazy.sol,1
0x03ea25fd4503592b07864e25603a0e860bea300a,1,raw_data/0x03ea25fd4503592b07864e25603a0e860bea300a/TokenContract.sol,1
0x612e830c73635449b430f59b40744a095d43b3a3,1,raw_data/0x612e830c73635449b430f59b40744a095d43b3a3/BONE.sol,1
0xedd67867d4da426b3a7932ae93683f8ad5435624,0,raw_data/0xedd67867d4da426b3a7932ae93683f8ad5435624/UserWallet.sol,1
0xa94f059bea93eef81c386280e8502241cf01e47d,0,raw_data/0xa94f059bea93eef81c386280e8502241cf01e47d/UserWallet.sol,1
